order_id,pickup_x,pickup_y,delivery_x,delivery_y,create_time,delivery_patience,value
253304,1.5644371948968643,1.2987000000005224,2.106568896099445,3.385500000000391,3724,2173,5.32
501167,0.9216238920435073,1.6761000000004316,1.9361846471489306,0.788100000000135,3834,2129,3.7
301605,1.5644371948968643,1.2987000000005224,2.106568896099445,3.396599999999971,3934,2111,5.34
22497,1.866481999851393,1.3653000000003672,2.207250497750221,1.4097000000002637,4251,2110,1.69
456792,1.0997528795806806,1.4652000000005287,1.7193319666696592,0.8990999999998763,4383,2173,2.68
140865,1.0997528795806806,1.4652000000005287,1.572181933485724,2.630700000000573,4447,2392,3.52
501168,1.0997528795806806,1.665000000000063,1.0532844480497225,2.30880000000014,4558,2131,2.29
368240,1.1539660497004984,1.4097000000002637,1.8587372612647344,1.4763000000001085,5090,2118,2.42
104504,1.5566924563080042,1.5428999999999533,3.051427003909532,1.5318000000003735,5153,2108,3.99
241819,1.9052056927956924,1.0545000000003029,2.013632033035328,1.6983000000003798,5339,2121,2.31
146940,1.8819714770291127,1.0989000000001994,2.9662348794342748,1.5872999999998498,5713,2110,3.38
221475,1.7890346139671967,1.9536000000001792,2.199505759161361,0.8103000000000833,5753,2108,3.43
318363,1.8819714770291127,1.0989000000001994,1.5334582405414248,0.8103000000000833,5775,2108,1.91
238862,1.8819714770291127,1.0989000000001994,1.96716360150437,1.3985999999998953,6613,2106,1.62
427508,1.471500331832747,2.020200000000024,1.4172871617129292,2.930400000000269,6615,2101,2.83
537820,0.5498764397892397,1.1100000000005679,1.463755593243887,2.608499999999836,6698,2293,4.52
177108,1.5644371948968643,1.2987000000005224,2.1298031118638234,0.5438999999999155,6870,2106,2.89
516842,1.471500331832747,2.020200000000024,1.7967793525538553,0.8990999999998763,7082,2109,3.34
247623,1.7348214438451777,1.0767000000002511,2.8732980163701574,1.198800000000361,7627,2102,3.29
79749,1.9052056927956924,1.0545000000003029,1.97490834009323,1.3985999999998953,7885,2123,1.7
236001,1.7348214438451777,1.0767000000002511,2.207250497750221,1.431900000000212,7982,2108,2.18
398101,1.7348214438451777,1.0767000000002511,2.8732980163701574,1.198800000000361,8014,2101,3.29
387278,1.7348214438451777,1.0767000000002511,1.4869898090104667,2.2088999999999785,8258,2149,3.32
448970,2.153037327630403,1.0989000000001994,2.160782066219263,1.665000000000063,8304,2103,2.13
158945,2.013632033035328,1.8980999999999142,2.0446109873907674,2.4753000000001464,8857,2115,2.16
70209,1.471500331832747,2.020200000000024,1.5644371948968643,0.643800000000077,9958,2101,3.76
563460,1.0997528795806806,1.4652000000005287,2.0446109873907674,2.4753000000001464,10093,2771,3.77
464647,1.0997528795806806,1.4652000000005287,1.3166055600621533,1.2432000000002574,10185,2108,1.62
221478,1.7348214438451777,1.0767000000002511,1.626395103605542,3.185700000000068,10563,2109,5.23
411600,1.9052056927956924,1.0545000000003029,2.3389110537564366,1.2987000000005224,11066,2106,2.0
107467,2.060100464568487,1.609499999999798,2.6796795516552647,1.6428000000001148,12065,2114,2.24
122586,1.5644371948968643,1.2987000000005224,2.1452925890415435,0.9546000000001413,12525,2104,2.35
392685,1.7348214438451777,1.0767000000002511,2.1220583732771647,0.8768999999999281,12931,2106,1.87
110549,2.153037327630403,1.0989000000001994,1.6418845807832616,0.7770000000005552,15681,2483,2.21
9652,1.7348214438451777,1.0767000000002511,0.8519212447459696,-0.8325000000000315,16267,2435,5.21
312955,1.5644371948968643,1.2987000000005224,2.230484713516801,2.2088999999999785,17412,2109,3.26
171137,1.7348214438451777,1.0767000000002511,2.184016281985843,0.5216999999999672,19624,2355,2.43
359921,1.7348214438451777,1.0767000000002511,-0.5731106555580205,2.808300000000159,23871,2890,6.78
92169,1.6573740579609815,2.286600000000192,1.5102240247770464,0.6105000000005489,24275,2111,4.37
12883,1.5644371948968643,1.2987000000005224,-0.20136320330375293,2.9082000000003205,24321,2402,5.79
511655,1.6573740579609815,2.286600000000192,-0.5576211783803008,2.7861000000002107,24404,2108,5.55
516847,1.5644371948968643,1.2987000000005224,0.5188974854360014,-0.7547999999998183,24749,2711,5.62
527220,1.6573740579609815,2.286600000000192,0.8596659833348296,2.342100000000457,24753,2107,2.6
480491,1.5876714106634437,1.5872999999998498,-0.5576211783803008,2.7861000000002107,25117,2890,5.92
337651,1.5566924563080042,1.6539000000004833,1.5179687633659062,2.519700000000043,25435,1810,2.74
351541,1.626395103605542,0.32190000000043284,1.9284399085600707,0.7770000000005552,25677,1807,2.09
149932,1.0610291866385824,1.287600000000154,1.579926672074584,2.630700000000573,27011,1820,3.88
332201,1.5644371948968643,1.2987000000005224,1.3320950372376719,2.752799999999894,27307,1819,3.95
312957,0.9913265393410449,1.3653000000003672,2.3389110537564366,1.4763000000001085,27379,1809,3.71
264782,2.060100464568487,1.609499999999798,1.8432477840870145,1.4985000000000568,27521,1805,1.49
165138,1.6883530123142196,2.5530000000003596,1.3630739915931112,2.9082000000003205,27688,1801,1.96
212653,1.6573740579609815,2.286600000000192,1.4327766388906489,2.808300000000159,27849,1806,2.14
194815,1.5644371948968643,1.2987000000005224,2.106568896099445,0.7437000000002385,28047,1808,2.55
236007,1.7503109210228973,1.5984000000002183,0.34851323648548677,-0.7103999999999218,28076,2411,6.41
281966,1.626395103605542,0.32190000000043284,2.207250497750221,1.2432000000002574,28194,1826,3.18
287596,1.7503109210228973,1.5984000000002183,2.5789979500044886,1.287600000000154,28273,1803,2.77
469977,1.626395103605542,0.32190000000043284,1.4947345475993266,3.396599999999971,28331,2111,7.17
368252,1.5644371948968643,1.2987000000005224,2.7416374603639424,1.8093000000001211,28349,1801,3.57
241830,1.5644371948968643,1.2987000000005224,2.7338927217750824,1.6872000000000114,28379,1820,3.47
281967,1.7503109210228973,1.5984000000002183,1.9594188629155103,0.9435000000005616,28508,1855,2.38
555773,1.6883530123142196,2.5530000000003596,1.6496293193721214,0.47730000000007067,28971,1814,5.16
498558,1.1152423567584004,1.720500000000328,1.8432477840870145,1.232099999999889,29302,1824,2.76
389982,1.7348214438451777,1.0767000000002511,2.0291215102130478,1.4430000000005805,29477,1801,1.94
293162,0.9913265393410449,1.3653000000003672,2.710658506010704,1.7871000000001729,30179,1815,4.55
134793,1.5489477177191444,0.8768999999999281,1.9284399085600707,2.2088999999999785,30300,1803,3.77
527224,1.5644371948968643,1.2987000000005224,2.214995236339081,0.6105000000005489,30403,1810,2.9
259079,1.5566924563080042,1.6539000000004833,1.9981425558576082,2.2754999999998233,30427,1810,2.53
247636,1.866481999851393,1.3653000000003672,2.036866248801908,1.2098999999999407,30491,1806,1.46
529923,1.6883530123142196,2.5530000000003596,1.3708187301819712,0.5660999999998637,30794,1902,5.03
329396,1.7348214438451777,1.0767000000002511,1.7580556596117571,1.0211999999999861,30794,1805,1.12
